# Engine name: FYDPish lite
# Sat Apr 17 00:41:15 2021
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     6.2000    675.0000      0.0000      1.0000      0.0000   3106.2315     27.1446      1.1624      1.1465   1529.0402    243.2795    266.6668      1.5603      1.7103      1.0000 
     6.2000    700.0000      0.0000      1.0000      0.0000   3109.0370     27.1511      1.1625      1.1467   1529.4359    244.1600    267.3044      1.5655      1.7139      1.0000 
     6.2000    725.0000      0.0000      1.0000      0.0000   3111.7391     27.1573      1.1627      1.1470   1529.8163    245.0008    267.9136      1.5705      1.7174      1.0000 
     6.2000    750.0000      0.0000      1.0000      0.0000   3114.3452     27.1633      1.1628      1.1472   1530.1824    245.8050    268.4966      1.5753      1.7207      1.0000 
     6.4000    200.0000      0.0000      1.0000      0.0000   3001.1758     27.0364      1.1581      1.1399   1509.1902    206.7866    239.9615      1.3437      1.5593      1.0000 
     6.4000    225.0000      0.0000      1.0000      0.0000   3010.5234     27.0579      1.1585      1.1406   1510.5774    210.7778    242.7707      1.3684      1.5761      1.0000 
     6.4000    250.0000      0.0000      1.0000      0.0000   3018.8519     27.0770      1.1589      1.1413   1511.8059    214.2290    245.2098      1.3896      1.5906      1.0000 
     6.4000    275.0000      0.0000      1.0000      0.0000   3026.3578     27.0943      1.1592      1.1419   1512.9069    217.2576    247.3566      1.4083      1.6034      1.0000 
     6.4000    300.0000      0.0000      1.0000      0.0000   3033.1859     27.1100      1.1596      1.1424   1513.9035    219.9474    249.2672      1.4248      1.6147      1.0000 
     6.4000    325.0000      0.0000      1.0000      0.0000   3039.4462     27.1244      1.1599      1.1429   1514.8129    222.3604    250.9840      1.4395      1.6248      1.0000 
     6.4000    350.0000      0.0000      1.0000      0.0000   3045.2237     27.1377      1.1601      1.1433   1515.6485    224.5432    252.5392      1.4529      1.6340      1.0000 
     6.4000    375.0000      0.0000      1.0000      0.0000   3050.5861     27.1500      1.1604      1.1438   1516.4210    226.5321    253.9578      1.4650      1.6423      1.0000 
     6.4000    400.0000      0.0000      1.0000      0.0000   3055.5875     27.1615      1.1606      1.1442   1517.1386    228.3557    255.2599      1.4761      1.6500      1.0000 
     6.4000    425.0000      0.0000      1.0000      0.0000   3060.2725     27.1723      1.1609      1.1445   1517.8085    230.0368    256.4615      1.4863      1.6570      1.0000 
     6.4000    450.0000      0.0000      1.0000      0.0000   3064.6776     27.1825      1.1611      1.1449   1518.4361    231.5941    257.5756      1.4957      1.6635      1.0000 
     6.4000    475.0000      0.0000      1.0000      0.0000   3068.8337     27.1921      1.1613      1.1452   1519.0264    233.0429    258.6131      1.5045      1.6696      1.0000 
     6.4000    500.0000      0.0000      1.0000      0.0000   3072.7665     27.2012      1.1615      1.1456   1519.5832    234.3959    259.5828      1.5127      1.6752      1.0000 
     6.4000    525.0000      0.0000      1.0000      0.0000   3076.4983     27.2098      1.1617      1.1459   1520.1100    235.6637    260.4924      1.5203      1.6805      1.0000 
     6.4000    550.0000      0.0000      1.0000      0.0000   3080.0481     27.2180      1.1619      1.1462   1520.6097    236.8556    261.3482      1.5275      1.6855      1.0000 
     6.4000    575.0000      0.0000      1.0000      0.0000   3083.4322     27.2258      1.1620      1.1464   1521.0847    237.9792    262.1556      1.5343      1.6902      1.0000 
     6.4000    600.0000      0.0000      1.0000      0.0000   3086.6651     27.2333      1.1622      1.1467   1521.5374    239.0411    262.9195      1.5407      1.6946      1.0000 
     6.4000    625.0000      0.0000      1.0000      0.0000   3089.7592     27.2404      1.1624      1.1469   1521.9695    240.0472    263.6437      1.5467      1.6988      1.0000 
     6.4000    650.0000      0.0000      1.0000      0.0000   3092.7257     27.2473      1.1625      1.1472   1522.3828    241.0025    264.3320      1.5525      1.7027      1.0000 
     6.4000    675.0000      0.0000      1.0000      0.0000   3095.5743     27.2538      1.1627      1.1474   1522.7787    241.9113    264.9873      1.5579      1.7065      1.0000 
     6.4000    700.0000      0.0000      1.0000      0.0000   3098.3139     27.2602      1.1628      1.1477   1523.1586    242.7776    265.6125      1.5631      1.7101      1.0000 
     6.4000    725.0000      0.0000      1.0000      0.0000   3100.9520     27.2663      1.1630      1.1479   1523.5237    243.6047    266.2098      1.5680      1.7135      1.0000 
     6.4000    750.0000      0.0000      1.0000      0.0000   3103.4959     27.2722      1.1631      1.1481   1523.8749    244.3958    266.7816      1.5728      1.7168      1.0000 
     6.6000    200.0000      0.0000      1.0000      0.0000   2991.7522     27.1411      1.1582      1.1408   1503.3875    205.8756    238.7739      1.3429      1.5575      1.0000 
     6.6000    225.0000      0.0000      1.0000      0.0000   3000.9066     27.1622      1.1587      1.1415   1504.7281    209.8253    241.5330      1.3675      1.5741      1.0000 
     6.6000    250.0000      0.0000      1.0000      0.0000   3009.0589     27.1811      1.1591      1.1422   1505.9143    213.2382    243.9270      1.3886      1.5885      1.0000 
     6.6000    275.0000      0.0000      1.0000      0.0000   3016.4025     27.1980      1.1595      1.1428   1506.9764    216.2313    246.0330      1.4071      1.6011      1.0000 
     6.6000    300.0000      0.0000      1.0000      0.0000   3023.0802     27.2134      1.1598      1.1433   1507.9369    218.8883    247.9069      1.4235      1.6122      1.0000 
     6.6000    325.0000      0.0000      1.0000      0.0000   3029.1999     27.2276      1.1601      1.1438   1508.8126    221.2707    249.5904      1.4382      1.6222      1.0000 
     6.6000    350.0000      0.0000      1.0000      0.0000   3034.8456     27.2406      1.1604      1.1443   1509.6168    223.4250    251.1154      1.4514      1.6313      1.0000 
     6.6000    375.0000      0.0000      1.0000      0.0000   3040.0836     27.2527      1.1607      1.1447   1510.3595    225.3873    252.5067      1.4634      1.6395      1.0000 
     6.6000    400.0000      0.0000      1.0000      0.0000   3044.9674     27.2640      1.1609      1.1451   1511.0491    227.1859    253.7838      1.4744      1.6470      1.0000 
     6.6000    425.0000      0.0000      1.0000      0.0000   3049.5406     27.2746      1.1612      1.1455   1511.6924    228.8436    254.9624      1.4846      1.6540      1.0000 
     6.6000    450.0000      0.0000      1.0000      0.0000   3053.8393     27.2846      1.1614      1.1459   1512.2947    230.3789    256.0555      1.4939      1.6604      1.0000 
     6.6000    475.0000      0.0000      1.0000      0.0000   3057.8936     27.2940      1.1616      1.1462   1512.8608    231.8069    257.0735      1.5026      1.6664      1.0000 
     6.6000    500.0000      0.0000      1.0000      0.0000   3061.7291     27.3029      1.1618      1.1466   1513.3945    233.1403    258.0252      1.5107      1.6720      1.0000 
     6.6000    525.0000      0.0000      1.0000      0.0000   3065.3674     27.3113      1.1620      1.1469   1513.8992    234.3897    258.9179      1.5183      1.6772      1.0000 
     6.6000    550.0000      0.0000      1.0000      0.0000   3068.8273     27.3193      1.1622      1.1472   1514.3776    235.5640    259.7580      1.5254      1.6821      1.0000 
     6.6000    575.0000      0.0000      1.0000      0.0000   3072.1248     27.3270      1.1624      1.1475   1514.8322    236.6709    260.5508      1.5321      1.6867      1.0000 
     6.6000    600.0000      0.0000      1.0000      0.0000   3075.2741     27.3343      1.1626      1.1477   1515.2651    237.7171    261.3008      1.5385      1.6911      1.0000 
     6.6000    625.0000      0.0000      1.0000      0.0000   3078.2876     27.3413      1.1627      1.1480   1515.6781    238.7081    262.0121      1.5445      1.6953      1.0000 
     6.6000    650.0000      0.0000      1.0000      0.0000   3081.1760     27.3480      1.1629      1.1483   1516.0730    239.6490    262.6880      1.5502      1.6992      1.0000 
     6.6000    675.0000      0.0000      1.0000      0.0000   3083.9489     27.3544      1.1631      1.1485   1516.4511    240.5441    263.3317      1.5556      1.7029      1.0000 
     6.6000    700.0000      0.0000      1.0000      0.0000   3086.6150     27.3606      1.1632      1.1487   1516.8137    241.3973    263.9458      1.5607      1.7065      1.0000 
     6.6000    725.0000      0.0000      1.0000      0.0000   3089.1819     27.3666      1.1634      1.1490   1517.1620    242.2119    264.5326      1.5656      1.7099      1.0000 
     6.6000    750.0000      0.0000      1.0000      0.0000   3091.6565     27.3724      1.1635      1.1492   1517.4970    242.9909    265.0943      1.5703      1.7131      1.0000 
     6.8000    200.0000      0.0000      1.0000      0.0000   2981.7342     27.2387      1.1585      1.1417   1497.5949    204.9607    237.5804      1.3421      1.5557      1.0000 
     6.8000    225.0000      0.0000      1.0000      0.0000   2990.6813     27.2594      1.1589      1.1425   1498.8861    208.8688    240.2918      1.3665      1.5721      1.0000 
     6.8000    250.0000      0.0000      1.0000      0.0000   2998.6445     27.2778      1.1594      1.1432   1500.0272    212.2437    242.6434      1.3876      1.5863      1.0000 
     6.8000    275.0000      0.0000      1.0000      0.0000   3005.8141     27.2944      1.1597      1.1438   1501.0480    215.2020    244.7117      1.4060      1.5988      1.0000 
     6.8000    300.0000      0.0000      1.0000      0.0000   3012.3302     27.3096      1.1601      1.1443   1501.9702    217.8270    246.5520      1.4222      1.6098      1.0000 
     6.8000    325.0000      0.0000      1.0000      0.0000   3018.2992     27.3234      1.1604      1.1449   1502.8104    220.1798    248.2053      1.4368      1.6197      1.0000 
     6.8000    350.0000      0.0000      1.0000      0.0000   3023.8034     27.3362      1.1607      1.1453   1503.5811    222.3067    249.7031      1.4499      1.6286      1.0000 
     6.8000    375.0000      0.0000      1.0000      0.0000   3028.9080     27.3480      1.1610      1.1458   1504.2925    224.2435    251.0698      1.4619      1.6368      1.0000 
     6.8000    400.0000      0.0000      1.0000      0.0000   3033.6656     27.3591      1.1613      1.1462   1504.9525    226.0184    252.3244      1.4728      1.6442      1.0000 
     6.8000    425.0000      0.0000      1.0000      0.0000   3038.1189     27.3694      1.1616      1.1466   1505.5676    227.6540    253.4826      1.4828      1.6511      1.0000 
     6.8000    450.0000      0.0000      1.0000      0.0000   3042.3034     27.3792      1.1618      1.1470   1506.1433    229.1685    254.5567      1.4921      1.6574      1.0000 
     6.8000    475.0000      0.0000      1.0000      0.0000   3046.2486     27.3884      1.1620      1.1474   1506.6839    230.5771    255.5572      1.5008      1.6634      1.0000 
     6.8000    500.0000      0.0000      1.0000      0.0000   3049.9797     27.3970      1.1622      1.1477   1507.1933    231.8921    256.4927      1.5088      1.6689      1.0000 
     6.8000    525.0000      0.0000      1.0000      0.0000   3053.5178     27.4053      1.1625      1.1480   1507.6746    233.1242    257.3704      1.5164      1.6741      1.0000 
     6.8000    550.0000      0.0000      1.0000      0.0000   3056.8813     27.4131      1.1627      1.1483   1508.1306    234.2822    258.1964      1.5234      1.6789      1.0000 
     6.8000    575.0000      0.0000      1.0000      0.0000   3060.0861     27.4206      1.1628      1.1486   1508.5637    235.3737    258.9760      1.5301      1.6835      1.0000 
     6.8000    600.0000      0.0000      1.0000      0.0000   3063.1460     27.4277      1.1630      1.1489   1508.9758    236.4051    259.7135      1.5364      1.6878      1.0000 
     6.8000    625.0000      0.0000      1.0000      0.0000   3066.0729     27.4345      1.1632      1.1492   1509.3689    237.3822    260.4130      1.5423      1.6920      1.0000 
     6.8000    650.0000      0.0000      1.0000      0.0000   3068.8777     27.4411      1.1634      1.1494   1509.7445    238.3098    261.0778      1.5480      1.6958      1.0000 
     6.8000    675.0000      0.0000      1.0000      0.0000   3071.5696     27.4473      1.1635      1.1497   1510.1039    239.1922    261.7110      1.5533      1.6996      1.0000 
     6.8000    700.0000      0.0000      1.0000      0.0000   3074.1571     27.4534      1.1637      1.1499   1510.4484    240.0332    262.3150      1.5584      1.7031      1.0000 
     6.8000    725.0000      0.0000      1.0000      0.0000   3076.6478     27.4592      1.1639      1.1502   1510.7792    240.8362    262.8923      1.5633      1.7065      1.0000 
     6.8000    750.0000      0.0000      1.0000      0.0000   3079.0482     27.4648      1.1640      1.1504   1511.0971    241.6041    263.4448      1.5680      1.7097      1.0000 
     7.0000    200.0000      0.0000      1.0000      0.0000   2971.2432     27.3297      1.1588      1.1428   1491.8329    204.0479    236.3914      1.3413      1.5539      1.0000 
     7.0000    225.0000      0.0000      1.0000      0.0000   2979.9728     27.3500      1.1593      1.1435   1493.0728    207.9150    239.0579      1.3656      1.5702      1.0000 
     7.0000    250.0000      0.0000      1.0000      0.0000   2987.7375     27.3680      1.1597      1.1442   1494.1672    211.2528    241.3702      1.3865      1.5842      1.0000 
     7.0000    275.0000      0.0000      1.0000      0.0000   2994.7244     27.3843      1.1601      1.1449   1495.1452    214.1774    243.4037      1.4048      1.5965      1.0000 
     7.0000    300.0000      0.0000      1.0000      0.0000   3001.0712     27.3990      1.1605      1.1455   1496.0279    216.7715    245.2132      1.4210      1.6074      1.0000 
     7.0000    325.0000      0.0000      1.0000      0.0000   3006.8821     27.4126      1.1608      1.1460   1496.8312    219.0960    246.8390      1.4354      1.6172      1.0000 
     7.0000    350.0000      0.0000      1.0000      0.0000   3012.2380     27.4250      1.1612      1.1465   1497.5676    221.1968    248.3121      1.4485      1.6260      1.0000 
     7.0000    375.0000      0.0000      1.0000      0.0000   3017.2030     27.4366      1.1615      1.1470   1498.2466    223.1095    249.6564      1.4603      1.6341      1.0000 
     7.0000    400.0000      0.0000      1.0000      0.0000   3021.8283     27.4474      1.1618      1.1474   1498.8760    224.8620    250.8907      1.4712      1.6415      1.0000 
     7.0000    425.0000      0.0000      1.0000      0.0000   3026.1561     27.4575      1.1620      1.1478   1499.4623    226.4766    252.0302      1.4812      1.6483      1.0000 
     7.0000    450.0000      0.0000      1.0000      0.0000   3030.2211     27.4670      1.1623      1.1482   1500.0105    227.9717    253.0872      1.4904      1.6546      1.0000 
     7.0000    475.0000      0.0000      1.0000      0.0000   3034.0522     27.4759      1.1625      1.1486   1500.5249    229.3620    254.0719      1.4990      1.6605      1.0000 
     7.0000    500.0000      0.0000      1.0000      0.0000   3037.6740     27.4844      1.1628      1.1489   1501.0093    230.6599    254.9926      1.5070      1.6660      1.0000 
     7.0000    525.0000      0.0000      1.0000      0.0000   3041.1074     27.4924      1.1630      1.1493   1501.4667    231.8758    255.8565      1.5145      1.6711      1.0000 
     7.0000    550.0000      0.0000      1.0000      0.0000   3044.3703     27.5000      1.1632      1.1496   1501.8998    233.0185    256.6697      1.5215      1.6759      1.0000 
     7.0000    575.0000      0.0000      1.0000      0.0000   3047.4781     27.5073      1.1634      1.1499   1502.3109    234.0955    257.4371      1.5281      1.6805      1.0000 
     7.0000    600.0000      0.0000      1.0000      0.0000   3050.4444     27.5142      1.1636      1.1502   1502.7019    235.1133    258.1633      1.5344      1.6848      1.0000 
     7.0000    625.0000      0.0000      1.0000      0.0000   3053.2811     27.5208      1.1638      1.1505   1503.0745    236.0773    258.8520      1.5403      1.6889      1.0000 
     7.0000    650.0000      0.0000      1.0000      0.0000   3055.9985     27.5272      1.1639      1.1507   1503.4304    236.9926    259.5066      1.5459      1.6927      1.0000 
     7.0000    675.0000      0.0000      1.0000      0.0000   3058.6059     27.5333      1.1641      1.1510   1503.7707    237.8632    260.1300      1.5512      1.6964      1.0000 
     7.0000    700.0000      0.0000      1.0000      0.0000   3061.1115     27.5392      1.1643      1.1513   1504.0968    238.6930    260.7248      1.5563      1.6999      1.0000 
     7.0000    725.0000      0.0000      1.0000      0.0000   3063.5225     27.5448      1.1645      1.1515   1504.4097    239.4852    261.2932      1.5611      1.7033      1.0000 
     7.0000    750.0000      0.0000      1.0000      0.0000   3065.8456     27.5503      1.1646      1.1517   1504.7104    240.2427    261.8374      1.5657      1.7065      1.0000 
     7.2000    200.0000      0.0000      1.0000      0.0000   2960.3770     27.4148      1.1592      1.1439   1486.1163    203.1415    235.2137      1.3405      1.5521      1.0000 
     7.2000    225.0000      0.0000      1.0000      0.0000   2968.8816     27.4346      1.1597      1.1447   1487.3037    206.9687    237.8382      1.3647      1.5682      1.0000 
     7.2000    250.0000      0.0000      1.0000      0.0000   2976.4414     27.4522      1.1602      1.1454   1488.3506    210.2706    240.1140      1.3855      1.5821      1.0000 
     7.2000    275.0000      0.0000      1.0000      0.0000   2983.2398     27.4680      1.1606      1.1461   1489.2850    213.1627    242.1156      1.4036      1.5943      1.0000 
     7.2000    300.0000      0.0000      1.0000      0.0000   2989.4118     27.4825      1.1610      1.1467   1490.1274    215.7273    243.8967      1.4197      1.6051      1.0000 
     7.2000    325.0000      0.0000      1.0000      0.0000   2995.0597     27.4956      1.1613      1.1472   1490.8934    218.0248    245.4974      1.4341      1.6148      1.0000 
     7.2000    350.0000      0.0000      1.0000      0.0000   3000.2628     27.5078      1.1617      1.1477   1491.5948    220.1008    246.9479      1.4471      1.6236      1.0000 
     7.2000    375.0000      0.0000      1.0000      0.0000   3005.0838     27.5191      1.1620      1.1482   1492.2410    221.9906    248.2717      1.4589      1.6316      1.0000 
     7.2000    400.0000      0.0000      1.0000      0.0000   3009.5730     27.5296      1.1623      1.1487   1492.8396    223.7219    249.4873      1.4697      1.6389      1.0000 
     7.2000    425.0000      0.0000      1.0000      0.0000   3013.7716     27.5394      1.1626      1.1491   1493.3966    225.3169    250.6097      1.4796      1.6457      1.0000 
     7.2000    450.0000      0.0000      1.0000      0.0000   3017.7136     27.5486      1.1628      1.1495   1493.9171    226.7936    251.6510      1.4888      1.6519      1.0000 
     7.2000    475.0000      0.0000      1.0000      0.0000   3021.4274     27.5573      1.1631      1.1499   1494.4052    228.1667    252.6211      1.4973      1.6578      1.0000 
     7.2000    500.0000      0.0000      1.0000      0.0000   3024.9369     27.5655      1.1633      1.1502   1494.8644    229.4485    253.5283      1.5052      1.6632      1.0000 
     7.2000    525.0000      0.0000      1.0000      0.0000   3028.2626     27.5733      1.1636      1.1506   1495.2978    230.6493    254.3795      1.5127      1.6683      1.0000 
     7.2000    550.0000      0.0000      1.0000      0.0000   3031.4220     27.5807      1.1638      1.1509   1495.7078    231.7777    255.1808      1.5197      1.6731      1.0000 
     7.2000    575.0000      0.0000      1.0000      0.0000   3034.4303     27.5878      1.1640      1.1512   1496.0968    232.8412    255.9370      1.5262      1.6776      1.0000 
     7.2000    600.0000      0.0000      1.0000      0.0000   3037.3007     27.5945      1.1642      1.1515   1496.4665    233.8462    256.6527      1.5324      1.6819      1.0000 
     7.2000    625.0000      0.0000      1.0000      0.0000   3040.0447     27.6009      1.1644      1.1518   1496.8187    234.7981    257.3314      1.5383      1.6859      1.0000 
     7.2000    650.0000      0.0000      1.0000      0.0000   3042.6726     27.6071      1.1646      1.1521   1497.1548    235.7018    257.9766      1.5439      1.6898      1.0000 
     7.2000    675.0000      0.0000      1.0000      0.0000   3045.1933     27.6130      1.1648      1.1524   1497.4761    236.5614    258.5910      1.5492      1.6935      1.0000 
     7.2000    700.0000      0.0000      1.0000      0.0000   3047.6148     27.6187      1.1650      1.1526   1497.7838    237.3806    259.1772      1.5542      1.6969      1.0000 
     7.2000    725.0000      0.0000      1.0000      0.0000   3049.9443     27.6242      1.1651      1.1529   1498.0788    238.1627    259.7375      1.5590      1.7003      1.0000 
     7.2000    750.0000      0.0000      1.0000      0.0000   3052.1883     27.6295      1.1653      1.1531   1498.3622    238.9107    260.2738      1.5636      1.7035      1.0000 
     7.4000    200.0000      0.0000      1.0000      0.0000   2949.2149     27.4944      1.1596      1.1451   1480.4555    202.2446    234.0519      1.3397      1.5504      1.0000 
     7.4000    225.0000      0.0000      1.0000      0.0000   2957.4899     27.5137      1.1602      1.1459   1481.5900    206.0330    236.6374      1.3637      1.5663      1.0000 
     7.4000    250.0000      0.0000      1.0000      0.0000   2964.8404     27.5309      1.1607      1.1466   1482.5889    209.3004    238.8793      1.3844      1.5801      1.0000 
     7.4000    275.0000      0.0000      1.0000      0.0000   2971.4464     27.5463      1.1611      1.1473   1483.4795    212.1614    240.8513      1.4025      1.5922      1.0000 
     7.4000    300.0000      0.0000      1.0000      0.0000   2977.4403     27.5603      1.1615      1.1479   1484.2816    214.6978    242.6064      1.4185      1.6029      1.0000 
     7.4000    325.0000      0.0000      1.0000      0.0000   2982.9221     27.5732      1.1619      1.1485   1485.0101    216.9696    244.1838      1.4328      1.6125      1.0000 
     7.4000    350.0000      0.0000      1.0000      0.0000   2987.9696     27.5850      1.1623      1.1490   1485.6765    219.0221    245.6134      1.4457      1.6212      1.0000 
     7.4000    375.0000      0.0000      1.0000      0.0000   2992.6440     27.5959      1.1626      1.1495   1486.2900    220.8902    246.9183      1.4574      1.6292      1.0000 
     7.4000    400.0000      0.0000      1.0000      0.0000   2996.9947     27.6061      1.1629      1.1500   1486.8577    222.6016    248.1168      1.4682      1.6365      1.0000 
     7.4000    425.0000      0.0000      1.0000      0.0000   3001.0620     27.6157      1.1632      1.1504   1487.3856    224.1781    249.2234      1.4781      1.6432      1.0000 
     7.4000    450.0000      0.0000      1.0000      0.0000   3004.8790     27.6246      1.1635      1.1509   1487.8784    225.6375    250.2501      1.4872      1.6494      1.0000 
     7.4000    475.0000      0.0000      1.0000      0.0000   3008.4736     27.6331      1.1638      1.1513   1488.3403    226.9944    251.2067      1.4957      1.6552      1.0000 
     7.4000    500.0000      0.0000      1.0000      0.0000   3011.8691     27.6411      1.1640      1.1516   1488.7745    228.2611    252.1013      1.5036      1.6606      1.0000 
     7.4000    525.0000      0.0000      1.0000      0.0000   3015.0856     27.6486      1.1643      1.1520   1489.1840    229.4477    252.9408      1.5110      1.6657      1.0000 
     7.4000    550.0000      0.0000      1.0000      0.0000   3018.1401     27.6558      1.1645      1.1523   1489.5712    230.5627    253.7310      1.5179      1.6704      1.0000 
     7.4000    575.0000      0.0000      1.0000      0.0000   3021.0476     27.6626      1.1647      1.1527   1489.9383    231.6135    254.4769      1.5245      1.6749      1.0000 
     7.4000    600.0000      0.0000      1.0000      0.0000   3023.8207     27.6691      1.1649      1.1530   1490.2870    232.6065    255.1827      1.5306      1.6792      1.0000 
     7.4000    625.0000      0.0000      1.0000      0.0000   3026.4709     27.6754      1.1651      1.1533   1490.6189    233.5470    255.8522      1.5365      1.6832      1.0000 
     7.4000    650.0000      0.0000      1.0000      0.0000   3029.0081     27.6813      1.1653      1.1536   1490.9355    234.4398    256.4885      1.5420      1.6871      1.0000 
     7.4000    675.0000      0.0000      1.0000      0.0000   3031.4411     27.6871      1.1655      1.1538   1491.2380    235.2890    257.0946      1.5473      1.6907      1.0000 
     7.4000    700.0000      0.0000      1.0000      0.0000   3033.7776     27.6926      1.1657      1.1541   1491.5275    236.0984    257.6728      1.5523      1.6942      1.0000 
     7.4000    725.0000      0.0000      1.0000      0.0000   3036.0247     27.6979      1.1659      1.1544   1491.8050    236.8711    258.2255      1.5571      1.6975      1.0000 
     7.4000    750.0000      0.0000      1.0000      0.0000   3038.1886     27.7030      1.1661      1.1546   1492.0713    237.6100    258.7545      1.5617      1.7007      1.0000 
     7.6000    200.0000      0.0000      1.0000      0.0000   2937.8223     27.5690      1.1602      1.1463   1474.8581    201.3593    232.9093      1.3389      1.5487      1.0000 
     7.6000    225.0000      0.0000      1.0000      0.0000   2945.8647     27.5878      1.1607      1.1472   1475.9397    205.1104    235.4582      1.3628      1.5645      1.0000 
     7.6000    250.0000      0.0000      1.0000      0.0000   2953.0035     27.6045      1.1613      1.1479   1476.8909    208.3446    237.6687      1.3834      1.5781      1.0000 
     7.6000    275.0000      0.0000      1.0000      0.0000   2959.4151     27.6196      1.1617      1.1486   1477.7378    211.1759    239.6133      1.4014      1.5901      1.0000 
     7.6000    300.0000      0.0000      1.0000      0.0000   2965.2289     27.6332      1.1622      1.1493   1478.4997    213.6854    241.3442      1.4173      1.6008      1.0000 
     7.6000    325.0000      0.0000      1.0000      0.0000   2970.5431     27.6456      1.1626      1.1499   1479.1911    215.9328    242.9002      1.4316      1.6104      1.0000 
     7.6000    350.0000      0.0000      1.0000      0.0000   2975.4335     27.6571      1.1629      1.1504   1479.8229    217.9630    244.3105      1.4444      1.6190      1.0000 
     7.6000    375.0000      0.0000      1.0000      0.0000   2979.9602     27.6678      1.1633      1.1509   1480.4039    219.8107    245.5978      1.4561      1.6269      1.0000 
     7.6000    400.0000      0.0000      1.0000      0.0000   2984.1714     27.6776      1.1636      1.1514   1480.9412    221.5031    246.7803      1.4668      1.6342      1.0000 
     7.6000    425.0000      0.0000      1.0000      0.0000   2988.1064     27.6869      1.1639      1.1518   1481.4403    223.0621    247.8722      1.4766      1.6408      1.0000 
     7.6000    450.0000      0.0000      1.0000      0.0000   2991.7977     27.6956      1.1642      1.1523   1481.9059    224.5052    248.8854      1.4857      1.6470      1.0000 
     7.6000    475.0000      0.0000      1.0000      0.0000   2995.2723     27.7037      1.1645      1.1527   1482.3419    225.8470    249.8294      1.4941      1.6528      1.0000 
     7.6000    500.0000      0.0000      1.0000      0.0000   2998.5533     27.7115      1.1648      1.1531   1482.7516    227.0994    250.7123      1.5020      1.6582      1.0000 
     7.6000    525.0000      0.0000      1.0000      0.0000   3001.6600     27.7188      1.1650      1.1534   1483.1376    228.2725    251.5408      1.5094      1.6632      1.0000 
     7.6000    550.0000      0.0000      1.0000      0.0000   3004.6092     27.7257      1.1653      1.1538   1483.5024    229.3749    252.3207      1.5163      1.6680      1.0000 
     7.6000    575.0000      0.0000      1.0000      0.0000   3007.4153     27.7323      1.1655      1.1541   1483.8480    230.4138    253.0569      1.5228      1.6724      1.0000 
     7.6000    600.0000      0.0000      1.0000      0.0000   3010.0909     27.7386      1.1657      1.1544   1484.1760    231.3955    253.7536      1.5289      1.6767      1.0000 
     7.6000    625.0000      0.0000      1.0000      0.0000   3012.6471     27.7447      1.1660      1.1547   1484.4882    232.3252    254.4144      1.5348      1.6807      1.0000 
     7.6000    650.0000      0.0000      1.0000      0.0000   3015.0934     27.7504      1.1662      1.1550   1484.7857    233.2079    255.0424      1.5403      1.6845      1.0000 
     7.6000    675.0000      0.0000      1.0000      0.0000   3017.4384     27.7560      1.1664      1.1553   1485.0699    234.0474    255.6406      1.5455      1.6881      1.0000 
     7.6000    700.0000      0.0000      1.0000      0.0000   3019.6899     27.7613      1.1666      1.1556   1485.3417    234.8475    256.2114      1.5505      1.6916      1.0000 
     7.6000    725.0000      0.0000      1.0000      0.0000   3021.8545     27.7664      1.1668      1.1559   1485.6020    235.6114    256.7569      1.5553      1.6949      1.0000 
     7.6000    750.0000      0.0000      1.0000      0.0000   3023.9384     27.7713      1.1669      1.1561   1485.8518    236.3418    257.2791      1.5599      1.6980      1.0000 
     7.8000    200.0000      0.0000      1.0000      0.0000   2926.2532     27.6390      1.1608      1.1476   1469.3296    200.4872    231.7878      1.3381      1.5470      1.0000 
     7.8000    225.0000      0.0000      1.0000      0.0000   2934.0617     27.6573      1.1614      1.1485   1470.3588    204.2025    234.3027      1.3619      1.5627      1.0000 
     7.8000    250.0000      0.0000      1.0000      0.0000   2940.9879     27.6736      1.1619      1.1493   1471.2627    207.4049    236.4839      1.3824      1.5763      1.0000 
     7.8000    275.0000      0.0000      1.0000      0.0000   2947.2043     27.6881      1.1624      1.1500   1472.0666    210.2077    238.4030      1.4004      1.5882      1.0000 
     7.8000    300.0000      0.0000      1.0000      0.0000   2952.8376     27.7014      1.1629      1.1506   1472.7889    212.6917    240.1115      1.4162      1.5988      1.0000 
     7.8000    325.0000      0.0000      1.0000      0.0000   2957.9837     27.7135      1.1633      1.1512   1473.4436    214.9159    241.6474      1.4304      1.6083      1.0000 
     7.8000    350.0000      0.0000      1.0000      0.0000   2962.7169     27.7246      1.1637      1.1518   1474.0413    216.9250    243.0396      1.4432      1.6169      1.0000 
     7.8000    375.0000      0.0000      1.0000      0.0000   2967.0957     27.7349      1.1640      1.1523   1474.5906    218.7532    244.3107      1.4548      1.6248      1.0000 
     7.8000    400.0000      0.0000      1.0000      0.0000   2971.1673     27.7445      1.1644      1.1528   1475.0979    220.4278    245.4782      1.4654      1.6320      1.0000 
